,Fecha,TIPO GASTO,TC,TOTAL SAT
910,2022-05-01,COMISION BANCARIA,20.3453,0.0
911,2022-05-01,COMISION BANCARIA,1.0,0.0
913,2022-05-01,MTTO COMPUTO,1.0,573.75
914,2022-05-01,CAPACITACION,1.0,5270.0
917,2022-05-01,MONITOREO CAMARAS ADT,1.0,1539.3
919,2022-05-01,CASETAS,1.0,185.0
920,2022-05-01,PAQUETERIA,1.0,0.0
921,2022-05-01,PEAJES,1.0,344.0
923,2022-05-01,MTTO LOCAL,1.0,754.0
924,2022-05-01,PEAJES,1.0,620.0
925,2022-05-01,CASETAS,1.0,334.0
926,2022-05-01,TELEFONO,1.0,2654.13
929,2022-05-01,HONORARIOS JURIDICOS,1.0,2875.09
930,2022-05-01,MTTO COMPUTO,1.0,438.48
931,2022-05-01,COMISION MIXTA,1.0,24785.23
932,2022-05-01,RENTA COPIADORA,1.0,0.0
935,2022-05-01,MTTO COMPUTO,1.0,2900.0
936,2022-05-01,HONORARIOS CONTABLES,1.0,5100.01
937,2022-05-01,PAQUETERIA,1.0,1521.29
940,2022-05-01,MTTO COMPUTO,1.0,329.44
941,2022-05-01,ALIMENTOS,1.0,120.0
943,2022-05-01,ALIMENTOS,1.0,399.0
945,2022-05-01,PAQUETERIA,1.0,0.0
946,2022-05-01,PAQUETERIA,1.0,146.79
951,2022-05-01,MONITOREO CAMARAS ADT,1.0,34.85
952,2022-05-01,NO DEDUCIBLE,1.0,328.0
953,2022-05-01,NO DEDUCIBLE,1.0,2053.6
954,2022-05-01,SUELDOS DIRECCION,1.0,43490.7
955,2022-05-01,GASOLINA,1.0,10348.0
957,2022-05-01,HONORARIOS JURIDICOS,1.0,1500.01
959,2022-05-01,CAPACITACION,1.0,0.0
963,2022-05-01,HONORARIOS JURIDICOS,1.0,2827.34
964,2022-05-01,MTTO COMPUTO,1.0,386.28
965,2022-05-01,COMISION MIXTA,1.0,24373.61
969,2022-05-01,DERECHOS,1.0,7561.0
970,2022-05-01,PAQUETERIA,1.0,2013.73
974,2022-05-01,ALIMENTOS,1.0,160.0
976,2022-05-01,RENTA COPIADORA,1.0,2320.0
978,2022-05-01,GERENCIA ADMON,1.0,28600.0
980,2022-05-01,MTTO LOCAL,1.0,362.7
981,2022-05-01,NO DEDUCIBLE,1.0,1112.9
987,2022-05-01,NO DEDUCIBLE,1.0,970.1
988,2022-05-01,DERECHOS,1.0,2594.0
989,2022-05-01,ANTICIPO ,1.0,2310.72
990,2022-05-01,ANTICIPO ,1.0,-2310.72
991,2022-05-01,MTTO COMPUTO,1.0,7335.84
993,2022-05-01,ENERGIA ELECTRICA,1.0,5625.78
996,2022-05-01,HONORARIOS JURIDICOS,1.0,2759.4
997,2022-05-01,COMISION MIXTA,1.0,23787.89
999,2022-05-01,CREDITO ,1.0,2372.86
1003,2022-05-01,MTTO COMPUTO,1.0,42.0
1004,2022-05-01,TELEFONO,1.0,0.0
1005,2022-05-01,MTTO LOCAL,1.0,14226.63
1006,2022-05-01,PAQUETERIA,1.0,2522.44
1007,2022-05-01,HONORARIOS PM,1.0,6728.0
1008,2022-05-01,ALIMENTOS,1.0,240.0
1017,2022-05-01,MTTO COMPUTO,1.0,0.0
1018,2022-05-01,MTTO COMPUTO,1.0,0.0
1027,2022-05-01,MAQUINARIA,19.83,54.15
1032,2022-05-01,HONORARIOS JURIDICOS,1.0,2862.2
1033,2022-05-01,MTTO COMPUTO,1.0,3089.08
1034,2022-05-01,COMISION MIXTA,1.0,24674.13
1036,2022-05-01,TELEFONO,1.0,0.0
1040,2022-05-01,MENSAJERIA,1.0,0.0
1041,2022-05-01,SUSCRIPCIONES,1.0,1276.0
1042,2022-05-01,IMSS/INFONAVIT,1.0,44240.24
1048,2022-05-01,TELEFONO,1.0,0.0
1050,2022-05-01,ENERGIA ELECTRICA,1.0,0.0
1053,2022-05-01,PAQUETERIA,1.0,3843.72
1059,2022-05-01,ALIMENTOS,1.0,80.0
1064,2022-05-01,PAQUETERIA,1.0,0.0
1065,2022-05-01,NO DEDUCIBLE,1.0,396.0
1067,2022-05-01,GASOLINA,1.0,901.04
1068,2022-05-01,TELEFONO,1.0,2989.92
1069,2022-05-01,CAPACITACION,1.0,1044.0
1070,2022-05-01,RENTA COPIADORA,1.0,0.0
1076,2022-05-01,GERENCIA ADMON,1.0,28600.0
1081,2022-05-01,GASOLINA,1.0,1400.98
1082,2022-05-01,CALIBRACIONES,1.0,4500.8
1086,2022-05-01,GASOLINA,1.0,1000.0
1089,2022-05-01,COMISION BANCARIA,1.0,0.0
1090,2022-05-01,GASOLINA,1.0,9754.47
1091,2022-05-01,COMISION BANCARIA,1.0,21894.39
1095,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
1096,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
1097,2022-06-01,UNIFORMES,1.0,0.0
1101,2022-06-01,CAPACITACION,1.0,5270.0
1104,2022-06-01,HONORARIOS JURIDICOS,1.0,2706.59
1105,2022-06-01,COMISION MIXTA,1.0,23332.64
1107,2022-06-01,COMISION BANCARIA,1.0,568.4
1108,2022-06-01,COMISION BANCARIA,1.0,0.0
1110,2022-06-01,NO DEDUCIBLE,1.0,6142.75
1111,2022-06-01,NO DEDUCIBLE,1.0,3499.0
1112,2022-06-01,NO DEDUCIBLE,1.0,3499.0
1113,2022-06-01,NO DEDUCIBLE,1.0,3499.0
1114,2022-06-01,SUSCRIPCIONES,1.0,1457.12
1115,2022-06-01,PAQUETERIA,1.0,3088.38
1117,2022-06-01,SEGUROS,1.0,1717.25
1119,2022-06-01,MONITOREO CAMARAS ADT,1.0,1539.3
1121,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1122,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1123,2022-06-01,ALIMENTOS,1.0,120.0
1124,2022-06-01,ALIMENTOS,1.0,399.0
1125,2022-06-01,SUSCRIPCIONES,1.0,-3.02
1126,2022-06-01,SUSCRIPCIONES,1.0,-4.19
1127,2022-06-01,SUSCRIPCIONES,1.0,-1452.93
1128,2022-06-01,COMISION BANCARIA,1.0,0.0
1129,2022-06-01,COMISION BANCARIA,19.6855,0.0
1130,2022-06-01,COMISION BANCARIA,1.0,0.0
1134,2022-06-01,MTTO TRANSPORTE,1.0,4350.0
1135,2022-06-01,TELEFONO,1.0,2671.03
1139,2022-06-01,MTTO LOCAL,1.0,374.93
1140,2022-06-01,MTTO OFICINA ,1.0,550.0
1141,2022-06-01,HONORARIOS CONTABLES,1.0,5100.01
1146,2022-06-01,HONORARIOS PM,1.0,13780.8
1147,2022-06-01,PAPELERIA,1.0,247.04
1149,2022-06-01,MTTO COMPUTO,1.0,438.48
1150,2022-06-01,MTTO COMPUTO,1.0,329.44
1152,2022-06-01,NO DEDUCIBLE,1.0,874.25
1153,2022-06-01,NO DEDUCIBLE,1.0,434.75
1154,2022-06-01,NO DEDUCIBLE,1.0,268.95
1155,2022-06-01,UNIFORMES,1.0,1972.0
1161,2022-06-01,PAQUETERIA,1.0,0.0
1162,2022-06-01,PAQUETERIA,1.0,117.91
1169,2022-06-01,PAQUETERIA,1.0,0.0
1170,2022-06-01,CALIBRACIONES,1.0,11832.0
1172,2022-06-01,MTTO LOCAL,1.0,5009.5
1174,2022-06-01,HONORARIOS JURIDICOS,1.0,2742.02
1175,2022-06-01,COMISION MIXTA,1.0,23638.14
1178,2022-06-01,SUELDOS DIRECCION,1.0,47544.18
1179,2022-06-01,GASOLINA,1.0,10348.0
1181,2022-06-01,MTTO LOCAL,1.0,6546.45
1183,2022-06-01,PAQUETERIA,1.0,1662.28
1187,2022-06-01,MTTO COMPUTO,1.0,386.28
1188,2022-06-01,NO DEDUCIBLE,1.0,366.05
1189,2022-06-01,NO DEDUCIBLE,1.0,217.02
1190,2022-06-01,ALIMENTOS,1.0,160.0
1191,2022-06-01,NO DEDUCIBLE,1.0,474.15
1202,2022-06-01,CAPACITACION,1.0,0.0
1203,2022-06-01,NO DEDUCIBLE,1.0,1073.0
1204,2022-06-01,ARRENDAMIENTO LOCAL,1.0,24786.66
1206,2022-06-01,NO DEDUCIBLE,1.0,592.9
1207,2022-06-01,CALIBRACIONES,1.0,8526.0
1210,2022-06-01,PAQUETERIA,1.0,280.59
1212,2022-06-01,CAPACITACION,1.0,5204.16
1213,2022-06-01,MTTO LOCAL,1.0,100.8
1214,2022-06-01,HONORARIOS JURIDICOS,1.0,2816.77
1215,2022-06-01,COMISION MIXTA,1.0,24282.46
1223,2022-06-01,TELEFONO,1.0,0.0
1226,2022-06-01,GERENCIA ADMON,1.0,28600.0
1230,2022-06-01,NO DEDUCIBLE,1.0,203.97
1232,2022-06-01,GASOLINA,1.0,1305.68
1233,2022-06-01,RENTA COPIADORA,1.0,2320.0
1234,2022-06-01,DERECHOS,1.0,962.2
1236,2022-06-01,MTTO COMPUTO,1.0,1508.0
1237,2022-06-01,MTTO COMPUTO,1.0,7335.84
1240,2022-06-01,PAQUETERIA,1.0,1807.65
1241,2022-06-01,PAQUETERIA,1.0,117.91
1244,2022-06-01,PAQUETERIA,1.0,0.0
1249,2022-06-01,NO DEDUCIBLE,1.0,1534.57
1250,2022-06-01,NO DEDUCIBLE,1.0,9717.49
1251,2022-06-01,NO DEDUCIBLE,1.0,1609.95
1252,2022-06-01,NO DEDUCIBLE,1.0,766.23
1253,2022-06-01,CREDITO ,1.0,2323.67
1254,2022-06-01,NO DEDUCIBLE,1.0,7127.0
1255,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,8104.92
1256,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,8104.92
1257,2022-06-01,PEAJES,1.0,562.0
1258,2022-06-01,PEAJES,1.0,37.0
1259,2022-06-01,PEAJES,1.0,184.0
1260,2022-06-01,ALIMENTOS,1.0,239.99
1261,2022-06-01,NO DEDUCIBLE,1.0,292.2
1262,2022-06-01,MONITOREO CAMARAS ADT,1.0,-34.85
1264,2022-06-01,MTTO OFICINA ,1.0,1979.99
1266,2022-06-01,CAPACITACION,1.0,6960.0
1271,2022-06-01,HONORARIOS JURIDICOS,1.0,2893.41
1272,2022-06-01,COMISION MIXTA,1.0,24943.18
1274,2022-06-01,PUBLICIDAD,1.0,473.28
1278,2022-06-01,ALIMENTOS,1.0,895.0
1280,2022-06-01,MTTO EQUIPO COMPUTO,1.0,1625.51
1283,2022-06-01,MTTO LOCAL,1.0,482.77
1285,2022-06-01,PAQUETERIA,1.0,1462.56
1287,2022-06-01,MTTO TRANSPORTE,1.0,270.0
1288,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1289,2022-06-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1290,2022-06-01,ALIMENTOS,1.0,240.0
1292,2022-06-01,MTTO LOCAL,1.0,298.8
1294,2022-06-01,PAPELERIA,1.0,1980.0
1299,2022-06-01,MTTO OFICINA ,1.0,1458.13
1303,2022-06-01,GASOLINA,1.0,5348.0
1304,2022-06-01,MTTO OFICINA ,1.0,12870.07
1305,2022-06-01,MTTO OFICINA ,1.0,-3715.76
1306,2022-06-01,MTTO OFICINA ,1.0,3715.76
1307,2022-06-01,TELEFONO,1.0,0.0
1309,2022-06-01,MTTO COMPUTO,1.0,3089.08
1310,2022-06-01,DERECHOS,1.0,4394.0
1314,2022-06-01,GASOLINA,1.0,1081.37
1316,2022-06-01,PAQUETERIA,1.0,141.64
1317,2022-06-01,NO DEDUCIBLE,1.0,762.75
1318,2022-06-01,NO DEDUCIBLE,1.0,2290.75
1319,2022-06-01,RENTA COPIADORA,1.0,0.0
1320,2022-06-01,IMSS/INFONAVIT,1.0,23194.6
1322,2022-06-01,HONORARIOS JURIDICOS,1.0,2759.3
1323,2022-06-01,COMISION MIXTA,1.0,23787.08
1324,2022-06-01,RENTA AUTO,1.0,5000.0
1325,2022-06-01,TELEFONO,1.0,2989.92
1331,2022-06-01,MTTO LOCAL,1.0,481.3
1333,2022-06-01,NO DEDUCIBLE,1.0,1893.41
1334,2022-06-01,SEGUROS,1.0,15111.84
1336,2022-06-01,GERENCIA ADMON,1.0,26693.32
1337,2022-06-01,PAQUETERIA,1.0,1746.11
1340,2022-06-01,COMISION BANCARIA,1.0,0.0
1341,2022-06-01,ALIMENTOS,1.0,80.0
1342,2022-06-01,COMISION BANCARIA,1.0,22805.64
1343,2022-06-01,GASOLINA,1.0,12373.2
1348,2022-07-01,PAQUETERIA,1.0,0.0
1349,2022-07-01,COMISION BANCARIA,1.0,568.4
1350,2022-07-01,COMISION BANCARIA,1.0,0.0
1351,2022-07-01,MTTO COMPUTO,1.0,209.0
1352,2022-07-01,CAPACITACION,1.0,6960.0
1358,2022-07-01,CAPACITACION,1.0,6960.0
1359,2022-07-01,PAQUETERIA,1.0,0.0
1360,2022-07-01,CAPACITACION,1.0,5213.21
1361,2022-07-01,SEGUROS,1.0,1717.25
1362,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
1363,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
1364,2022-07-01,COMISION BANCARIA,1.0,0.0
1365,2022-07-01,COMISION BANCARIA,20.1353,0.0
1367,2022-07-01,TELEFONO,1.0,2898.09
1369,2022-07-01,PAQUETERIA,1.0,707.03
1370,2022-07-01,MTTO OFICINA ,1.0,89.49
1371,2022-07-01,COMISION BANCARIA,1.0,0.0
1372,2022-07-01,MTTO COMPUTO,1.0,0.0
1377,2022-07-01,MONITOREO CAMARAS ADT,1.0,1539.3
1378,2022-07-01,MONITOREO CAMARAS ADT,1.0,0.0
1379,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1380,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1381,2022-07-01,NO DEDUCIBLE,1.0,345.8
1382,2022-07-01,NO DEDUCIBLE,1.0,4899.0
1387,2022-07-01,MTTO COMPUTO,1.0,329.44
1389,2022-07-01,SEGUROS,1.0,4688.51
1391,2022-07-01,UNIFORMES,1.0,852.6
1392,2022-07-01,HONORARIOS CONTABLES,1.0,5100.01
1395,2022-07-01,HONORARIOS JURIDICOS,1.0,2797.22
1396,2022-07-01,MTTO COMPUTO,1.0,438.48
1397,2022-07-01,COMISION MIXTA,1.0,24113.99
1400,2022-07-01,NO DEDUCIBLE,1.0,2196.85
1402,2022-07-01,PAQUETERIA,1.0,1210.2
1404,2022-07-01,PAPELERIA,1.0,249.0
1406,2022-07-01,MTTO COMPUTO,1.0,386.28
1407,2022-07-01,CAPACITACION,1.0,350.0
1411,2022-07-01,PAQUETERIA,1.0,384.98
1419,2022-07-01,SUELDOS DIRECCION,1.0,41627.5
1420,2022-07-01,MTTO OFICINA ,1.0,1518.12
1421,2022-07-01,MTTO OFICINA ,1.0,1999.0
1422,2022-07-01,MTTO OFICINA ,1.0,3687.0
1424,2022-07-01,MAQUINARIA,20.75,40.61
1427,2022-07-01,PAPELERIA,1.0,649.6
1428,2022-07-01,HONORARIOS PM,1.0,20880.0
1433,2022-07-01,RENTA COPIADORA,1.0,2320.0
1434,2022-07-01,SEGUROS,1.0,-4688.51
1439,2022-07-01,HONORARIOS JURIDICOS,1.0,2803.88
1440,2022-07-01,COMISION MIXTA,1.0,24171.38
1442,2022-07-01,MTTO OFICINA ,1.0,-2242.79
1443,2022-07-01,MTTO OFICINA ,1.0,2261.37
1444,2022-07-01,PAQUETERIA,1.0,2703.54
1445,2022-07-01,PAQUETERIA,1.0,0.0
1450,2022-07-01,MAQUILAS,1.0,330160.82
1451,2022-07-01,MAQUILAS,1.0,8700.0
1452,2022-07-01,MAQUILAS,1.0,0.0
1453,2022-07-01,MTTO OFICINA ,1.0,-9068.27
1454,2022-07-01,MTTO OFICINA ,1.0,9068.27
1455,2022-07-01,GERENCIA ADMON,1.0,28599.99
1456,2022-07-01,MTTO COMPUTO,1.0,1147.5
1457,2022-07-01,MAQUINARIA,1.0,3074.0
1458,2022-07-01,PAQUETERIA,1.0,0.0
1459,2022-07-01,NO DEDUCIBLE,1.0,110.0
1460,2022-07-01,GASOLINA,1.0,10348.0
1462,2022-07-01,TELEFONO,1.0,0.0
1465,2022-07-01,NO DEDUCIBLE,1.0,1981.09
1466,2022-07-01,MTTO COMPUTO,1.0,7335.84
1473,2022-07-01,PAQUETERIA,1.0,707.03
1475,2022-07-01,CREDITO ,1.0,2273.83
1477,2022-07-01,HONORARIOS JURIDICOS,1.0,2620.78
1478,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,7051.66
1479,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,7051.66
1480,2022-07-01,NO DEDUCIBLE,1.0,1135.85
1481,2022-07-01,PEAJES,1.0,86.0
1482,2022-07-01,PEAJES,1.0,86.0
1484,2022-07-01,PAQUETERIA,1.0,0.0
1487,2022-07-01,GASOLINA,1.0,1400.07
1488,2022-07-01,COMISION MIXTA,1.0,22592.97
1489,2022-07-01,PEAJES,1.0,172.0
1491,2022-07-01,PAQUETERIA,1.0,1420.91
1493,2022-07-01,MTTO OFICINA ,1.0,31284.56
1494,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1495,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1496,2022-07-01,ALIMENTOS,1.0,399.0
1498,2022-07-01,PEAJES,1.0,172.0
1499,2022-07-01,DERECHOS,1.0,3327.0
1500,2022-07-01,MTTO COMPUTO,1.0,1566.0
1503,2022-07-01,MTTO OFICINA ,1.0,482.4
1506,2022-07-01,TELEFONO,1.0,0.0
1507,2022-07-01,ALIMENTOS,1.0,280.0
1509,2022-07-01,NO DEDUCIBLE,1.0,2879.12
1510,2022-07-01,ARRENDAMIENTO LOCAL,1.0,24786.66
1514,2022-07-01,IMSS/INFONAVIT,1.0,41607.78
1518,2022-07-01,MTTO COMPUTO,1.0,3089.08
1519,2022-07-01,SUBCONTRATOS,1.0,0.0
1520,2022-07-01,NO DEDUCIBLE,1.0,1928.8
1525,2022-07-01,SANITIZACION,1.0,1006.88
1529,2022-07-01,GASOLINA,1.0,1450.01
1530,2022-07-01,VALES DESPENSA,1.0,8185.6
1531,2022-07-01,HONORARIOS JURIDICOS,1.0,2738.1
1532,2022-07-01,NO DEDUCIBLE,1.0,247.0
1533,2022-07-01,COMISION MIXTA,1.0,23604.31
1534,2022-07-01,MTTO OFICINA ,1.0,1086.83
1535,2022-07-01,PAQUETERIA,1.0,682.75
1536,2022-07-01,MTTO OFICINA ,1.0,796.92
1537,2022-07-01,PAQUETERIA,1.0,869.15
1539,2022-07-01,CAPACITACION,1.0,5204.16
1544,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,1634.51
1545,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,9662.37
1546,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,1634.51
1547,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,9662.37
1548,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,-1634.51
1549,2022-07-01,ARRENDAMIENTO FINANCIERO,1.0,-9662.37
1555,2022-07-01,MTTO LOCAL,1.0,822.85
1556,2022-07-01,PEAJES,1.0,86.0
1558,2022-07-01,MTTO LOCAL,1.0,1651.0
1559,2022-07-01,GERENCIA ADMON,1.0,28600.0
1560,2022-07-01,ALIMENTOS,1.0,588.0
1561,2022-07-01,ALIMENTOS,1.0,220.0
1562,2022-07-01,PAQUETERIA,1.0,0.0
1565,2022-07-01,TELEFONO,1.0,2989.92
1566,2022-07-01,PAQUETERIA,1.0,0.0
1567,2022-07-01,COMISION BANCARIA,1.0,725.0
1568,2022-07-01,COMISION BANCARIA,1.0,0.0
1573,2022-07-01,COMISION BANCARIA,1.0,19962.68
1574,2022-07-01,COMISION BANCARIA,1.0,0.0
1575,2022-07-01,GASOLINA,1.0,9801.39
1579,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
1580,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
1581,2022-08-01,ALIMENTOS,1.0,54.0
1582,2022-08-01,PAQUETERIA,1.0,1795.71
1583,2022-08-01,MTTO LOCAL,1.0,822.85
1584,2022-08-01,MTTO LOCAL,1.0,-822.85
1585,2022-08-01,MTTO OFICINA ,1.0,884.01
1589,2022-08-01,MTTO OFICINA ,1.0,1082.7
1590,2022-08-01,CAPACITACION,1.0,5213.21
1591,2022-08-01,CAPACITACION,1.0,0.0
1594,2022-08-01,PAPELERIA,1.0,566.2
1595,2022-08-01,COMISION BANCARIA,1.0,0.0
1596,2022-08-01,COMISION BANCARIA,20.3626,0.0
1597,2022-08-01,COMISION BANCARIA,1.0,0.0
1599,2022-08-01,SEGUROS,1.0,1717.25
1601,2022-08-01,HONORARIOS JURIDICOS,1.0,2955.71
1605,2022-08-01,COMISION MIXTA,1.0,25480.29
1606,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1607,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1610,2022-08-01,HONORARIOS CONTABLES,1.0,5100.01
1614,2022-08-01,MTTO COMPUTO,1.0,438.48
1616,2022-08-01,MTTO COMPUTO,1.0,5800.0
1619,2022-08-01,PAQUETERIA,1.0,1518.09
1621,2022-08-01,TELEFONO,1.0,2686.82
1625,2022-08-01,MONITOREO CAMARAS ADT,1.0,1539.3
1626,2022-08-01,MTTO LOCAL,1.0,529.2
1630,2022-08-01,MTTO LOCAL,1.0,649.99
1636,2022-08-01,MTTO COMPUTO,1.0,329.44
1638,2022-08-01,MONITOREO CAMARAS ADT,1.0,0.0
1641,2022-08-01,GASOLINA,1.0,10348.0
1642,2022-08-01,CALIBRACIONES,1.0,0.0
1643,2022-08-01,MTTO OFICINA ,1.0,1931.0
1644,2022-08-01,UNIFORMES,1.0,0.0
1646,2022-08-01,PAQUETERIA,1.0,0.0
1647,2022-08-01,PAQUETERIA,1.0,294.02
1651,2022-08-01,ALIMENTOS,1.0,4212.0
1655,2022-08-01,TELEFONO,1.0,399.99
1657,2022-08-01,HONORARIOS JURIDICOS,1.0,2931.56
1658,2022-08-01,MTTO COMPUTO,1.0,386.28
1659,2022-08-01,COMISION MIXTA,1.0,25272.06
1660,2022-08-01,NO DEDUCIBLE,1.0,674.95
1661,2022-08-01,RENTA COPIADORA,1.0,0.0
1664,2022-08-01,CAPACITACION,1.0,5000.01
1665,2022-08-01,ALIMENTOS,1.0,456.0
1667,2022-08-01,NO DEDUCIBLE,1.0,1124.22
1668,2022-08-01,ALIMENTOS,1.0,399.0
1672,2022-08-01,PAPELERIA,1.0,65.8
1673,2022-08-01,PAQUETERIA,1.0,4194.19
1674,2022-08-01,SUELDOS DIRECCION,1.0,76631.51
1677,2022-08-01,MEDICOS,1.0,338.0
1682,2022-08-01,RENTA COPIADORA,1.0,2320.0
1683,2022-08-01,GERENCIA ADMON,1.0,28600.0
1684,2022-08-01,HONORARIOS PM,1.0,7830.0
1685,2022-08-01,CAPACITACION,1.0,0.0
1686,2022-08-01,ALIMENTOS,1.0,280.0
1687,2022-08-01,NO DEDUCIBLE,1.0,1694.55
1688,2022-08-01,MTTO COMPUTO,1.0,7335.84
1690,2022-08-01,HONORARIOS JURIDICOS,1.0,2932.51
1692,2022-08-01,COMISION MIXTA,1.0,25280.25
1693,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,9126.88
1696,2022-08-01,ENERGIA ELECTRICA,1.0,6374.8
1697,2022-08-01,PAQUETERIA,1.0,1003.49
1698,2022-08-01,PAQUETERIA,1.0,35759.44
1701,2022-08-01,TELEFONO,1.0,0.0
1703,2022-08-01,CAPACITACION,1.0,5204.16
1704,2022-08-01,MTTO TRANSPORTE,1.0,960.0
1706,2022-08-01,MTTO LOCAL,1.0,1260.36
1707,2022-08-01,CREDITO ,1.0,2223.36
1708,2022-08-01,PAQUETERIA,1.0,1763.97
1712,2022-08-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1717,2022-08-01,IMSS/INFONAVIT,1.0,22585.21
1724,2022-08-01,DERECHOS,1.0,3077.0
1727,2022-08-01,PAQUETERIA,1.0,179.2
1733,2022-08-01,HONORARIOS JURIDICOS,1.0,2943.23
1734,2022-08-01,COMISION MIXTA,1.0,25372.63
1737,2022-08-01,NO DEDUCIBLE,1.0,1787.19
1741,2022-08-01,MTTO LOCAL,1.0,480.0
1743,2022-08-01,UNIFORMES,1.0,170.01
1746,2022-08-01,PAQUETERIA,1.0,1246.41
1748,2022-08-01,MTTO COMPUTO,1.0,3089.08
1750,2022-08-01,ALIMENTOS,1.0,1171.0
1754,2022-08-01,MENSAJERIA,1.0,226.91
1755,2022-08-01,GASOLINA,1.0,701.68
1756,2022-08-01,TELEFONO,1.0,0.0
1757,2022-08-01,GASOLINA,1.0,5348.0
1759,2022-08-01,TELEFONO,1.0,2989.92
1760,2022-08-01,PUBLICIDAD,1.0,2789.8
1763,2022-08-01,SEGUROS,1.0,1162.75
1764,2022-08-01,ENERGIA ELECTRICA,1.0,0.0
1766,2022-08-01,CASETAS,1.0,500.0
1767,2022-08-01,SUSCRIPCIONES,1.0,1026.6
1768,2022-08-01,SUSCRIPCIONES,1.0,-1026.6
1772,2022-08-01,HONORARIOS JURIDICOS,1.0,2931.83
1773,2022-08-01,COMISION MIXTA,1.0,25274.43
1774,2022-08-01,GERENCIA ADMON,1.0,28600.0
1775,2022-08-01,PAQUETERIA,1.0,0.0
1776,2022-08-01,VALES DESPENSA,1.0,8697.2
1777,2022-08-01,GASOLINA,1.0,706.8
1778,2022-08-01,GASOLINA,1.0,706.8
1779,2022-08-01,MTTO LOCAL,1.0,480.0
1781,2022-08-01,COMISION BANCARIA,1.0,0.0
1782,2022-08-01,COMISION BANCARIA,1.0,20498.5
1783,2022-08-01,GASOLINA,1.0,13463.74
1788,2022-09-01,MTTO LOCAL,1.0,558.5
1789,2022-09-01,NO DEDUCIBLE,1.0,2510.9
1790,2022-09-01,PAQUETERIA,1.0,1004.11
1793,2022-09-01,MTTO COMPUTO,1.0,0.0
1795,2022-09-01,PAQUETERIA,1.0,870.36
1796,2022-09-01,CAPACITACION,1.0,5213.21
1797,2022-09-01,FLETE,1.0,531.19
1798,2022-09-01,CAPACITACION,1.0,350.0
1799,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,6439.6
1800,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,6440.3
1801,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,9807.07
1802,2022-09-01,COMISION BANCARIA,1.0,568.4
1803,2022-09-01,COMISION BANCARIA,1.0,0.0
1804,2022-09-01,ARRENDAMIENTO LOCAL,1.0,24786.66
1806,2022-09-01,COMISION BANCARIA,1.0,0.0
1807,2022-09-01,COMISION BANCARIA,20.1432,0.0
1808,2022-09-01,COMISION BANCARIA,1.0,0.0
1811,2022-09-01,SEGUROS,1.0,1717.25
1812,2022-09-01,MONITOREO CAMARAS ADT,1.0,1539.3
1813,2022-09-01,ALIMENTOS,1.0,280.0
1814,2022-09-01,PUBLICIDAD,1.0,170.52
1815,2022-09-01,PAPELERIA,1.0,1980.0
1817,2022-09-01,PAQUETERIA,1.0,0.0
1819,2022-09-01,TELEFONO,1.0,2902.99
1820,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1821,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1822,2022-09-01,ARRENDAMIENTO FINANCIERO,1.0,0.0
1823,2022-09-01,PAQUETERIA,1.0,0.0
1825,2022-09-01,MTTO COMPUTO,1.0,893.2
1826,2022-09-01,MTTO COMPUTO,1.0,29.0
1829,2022-09-01,MEDICOS,1.0,338.0
1831,2022-09-01,MTTO COMPUTO,1.0,767.92
1835,2022-09-01,PAPELERIA,1.0,0.0
1836,2022-09-01,PUBLICIDAD,1.0,185.6
